id,00_MSG_00_TEXT,00_MSG_01_IMAGE,00_MSG_02_TEXT
22,porridge salé,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a35f3211-3b33-4826-97b8-3af69655dada,porridge salé
23,poire,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/be3c4146-9940-432b-a606-c01e319978f7,poire
24,carotte,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/26658360-caa6-4e64-a811-7e5538268455,carotte
25,humus,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/db02ddb8-4bbb-4f48-bc32-55a1cde35ba5,humus
26,"porridge, purée d'amande, figue séchée",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1daf744b-ac33-4b3d-99b3-c6de4358a61a,porridge
27,"porridge, purée d'amande, figue séchée",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1daf744b-ac33-4b3d-99b3-c6de4358a61a,purée d'amande
28,"porridge, purée d'amande, figue séchée",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1daf744b-ac33-4b3d-99b3-c6de4358a61a,figue séchée
29,humus maison,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/e6a9b184-1bd0-4fe5-a0d9-2962cbf7c29a,humus maison
30,"salade grecque, sauce à salade maison",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/c476a6d0-acb2-45fd-b168-84822bc98003,salade grecque
31,"salade grecque, sauce à salade maison",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/c476a6d0-acb2-45fd-b168-84822bc98003,sauce à salade maison
32,"pâtes avec sauce à la demi-crème + safran, brochettes de saucisses",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/bd4b5178-cab2-40c8-8df4-a328cb700a6a,pâtes avec sauce à la demi-crème + safran
33,"pâtes avec sauce à la demi-crème + safran, brochettes de saucisses",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/bd4b5178-cab2-40c8-8df4-a328cb700a6a,brochettes de saucisses
34,banane,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b6a1c604-8dc0-4bb1-ae48-48d6d5f97d14,banane
35,"pâtes, sauce tomate au thon, poivrons, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/31d83e4b-304c-4128-a36d-aa34317ebaed,pâtes
36,"pâtes, sauce tomate au thon, poivrons, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/31d83e4b-304c-4128-a36d-aa34317ebaed,sauce tomate au thon
37,"pâtes, sauce tomate au thon, poivrons, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/31d83e4b-304c-4128-a36d-aa34317ebaed,poivrons
38,"pâtes, sauce tomate au thon, poivrons, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/31d83e4b-304c-4128-a36d-aa34317ebaed,parmesan râpé
39,"flocons d'avoine, graines de chia, blanc battu, miel , purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fd966b55-230a-4e0e-818b-3580319800c6,flocons d'avoine
40,"flocons d'avoine, graines de chia, blanc battu, miel , purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fd966b55-230a-4e0e-818b-3580319800c6,graines de chia
41,"flocons d'avoine, graines de chia, blanc battu, miel , purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fd966b55-230a-4e0e-818b-3580319800c6,blanc battu
42,"flocons d'avoine, graines de chia, blanc battu, miel , purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fd966b55-230a-4e0e-818b-3580319800c6,miel 
43,"flocons d'avoine, graines de chia, blanc battu, miel , purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fd966b55-230a-4e0e-818b-3580319800c6,purée d'amande
44,yogourt caramel beurre salé,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/73ff013c-7f3f-4d46-90c2-77f1e0a1a9da,yogourt caramel beurre salé
45,sandwich au fromage,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/02d38718-0a21-4e6e-bffd-41eac4914809,sandwich au fromage
46,"haricots coco, riz et lentilles au curry",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/128345aa-69cb-4443-a341-a6ad045a7753,haricots coco
47,"haricots coco, riz et lentilles au curry",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/128345aa-69cb-4443-a341-a6ad045a7753,riz et lentilles au curry
48,sandwich au chèvre chaud,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/e557b056-a7bc-46bb-acb3-8a704b79c6e3,sandwich au chèvre chaud
49,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,sauce andalouse
50,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,pain
51,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,brochette de boeuf
52,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,salade de pâtes
53,"sauce andalouse, pain, brochette de boeuf, salade de pâtes, mergez",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5b8a0853-ecc4-4015-bc9a-2b50766f873a,mergez
54,salade de pâtes,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a1dcaa3e-bad0-4d16-a8e3-c6217544e407,salade de pâtes
55,"asperges, mayonnaise thomy",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b24759a6-90ea-4f9e-a1ad-d52af234de62,asperges
56,"asperges, mayonnaise thomy",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b24759a6-90ea-4f9e-a1ad-d52af234de62,mayonnaise thomy
57,"carotte, tomates cerises",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1f6bdacc-fe43-46a9-b1c9-76457fcdcaa8,carotte
58,"carotte, tomates cerises",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1f6bdacc-fe43-46a9-b1c9-76457fcdcaa8,tomates cerises
59,"chèvres chauds, huile de colza holl",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1f9fee78-9967-4275-a8a5-59ec89cbbc67,chèvres chauds
60,"chèvres chauds, huile de colza holl",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/1f9fee78-9967-4275-a8a5-59ec89cbbc67,huile de colza holl
61,"pizza, piment",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6ad3a13b-915d-44a0-b6fa-c34c76f40b78,pizza
62,"pizza, piment",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6ad3a13b-915d-44a0-b6fa-c34c76f40b78,piment
63,"salade, demi pidé fromage-viande hachée",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/ac89e4ac-710a-4538-aff4-5f87b89ce34e,salade
64,"salade, demi pidé fromage-viande hachée",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/ac89e4ac-710a-4538-aff4-5f87b89ce34e,demi pidé fromage-viande hachée
65,"pain pita, jambon, moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a2d48966-aa71-4479-8b0f-d28dbf8ffab6,pain pita
66,"pain pita, jambon, moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a2d48966-aa71-4479-8b0f-d28dbf8ffab6,jambon
67,"pain pita, jambon, moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/a2d48966-aa71-4479-8b0f-d28dbf8ffab6,moutarde
68,tomates,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/d74023c5-5db0-4ce9-8a5d-f6e240701032,tomates
69,jus andros multi-fruit,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/3308c80e-46c5-4d0e-a497-16542141b7cc,jus andros multi-fruit
70,kiwi,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/46bc24bb-befc-4cb6-9141-790523154f4a,kiwi
71,"pain , crème de marrons",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6b1cc73c-e22b-4132-970e-e37910b8b407,pain 
72,"pain , crème de marrons",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/6b1cc73c-e22b-4132-970e-e37910b8b407,crème de marrons
73,"tomates, olives",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/870b697a-4ca7-485b-8fb7-2178f9174d29,tomates
74,"tomates, olives",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/870b697a-4ca7-485b-8fb7-2178f9174d29,olives
75,"glace sorbet framboise, pomme",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/55942abb-1eae-446a-8c69-bf40fe9d9495,glace sorbet framboise
76,"glace sorbet framboise, pomme",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/55942abb-1eae-446a-8c69-bf40fe9d9495,pomme
77,pizza,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/bde4af63-a58b-4570-91f5-9d102dda144b,pizza
78,redbull,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/b5bf1a7f-a9d6-4fd9-a151-9658e738cc0a,redbull
79,cookie américan migros,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/c38af091-7163-4512-9bf6-327ae5fa66de,cookie américan migros
80,"salade grecque, sauce salade moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/ae2d8a61-c883-4db2-8299-53902ff3beb6,salade grecque
81,"salade grecque, sauce salade moutarde",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/ae2d8a61-c883-4db2-8299-53902ff3beb6,sauce salade moutarde
82,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,yogourt nature
83,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,flocons d'avoine
84,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,son d'avoine
85,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,miel
86,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,graine de chia
87,"yogourt nature, flocons d'avoine, son d'avoine, miel, graine de chia, purée d'amande",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/cca1db77-eb8e-454d-8ea2-e23840f01b97,purée d'amande
88,"steak végétarien et sauce aux oignons, pâtes, gratin de côtes de bettes, chou romanesco, parmesan",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb,steak végétarien et sauce aux oignons
89,"steak végétarien et sauce aux oignons, pâtes, gratin de côtes de bettes, chou romanesco, parmesan",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb,pâtes
90,"steak végétarien et sauce aux oignons, pâtes, gratin de côtes de bettes, chou romanesco, parmesan",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb,gratin de côtes de bettes
91,"steak végétarien et sauce aux oignons, pâtes, gratin de côtes de bettes, chou romanesco, parmesan",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb,chou romanesco
92,"steak végétarien et sauce aux oignons, pâtes, gratin de côtes de bettes, chou romanesco, parmesan",https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/5540e99f-84bd-4971-a7b2-caab6b4282bb,parmesan
93,cerises,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/59b1807f-eb91-443d-9315-11b6fa7c948d,cerises
94,tartine avec crème de marrons et beurre,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/fb2a197e-9ecd-4c2c-b686-2bc13e28ef1c,tartine avec crème de marrons et beurre
95,tartine nutela,https://www.myfoodrepo.org/api/v1/subjects/2ahgvr/dish_media/39ffd518-c349-4e45-ae4e-4679a17bd8bf,tartine nutela
96,pomme,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/98d8b22d-e851-44f8-aa53-4870e6c3eb80,pomme
97,baby banane ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/90ede4d6-dd23-459a-9095-bb5f235eb05f,baby banane 
98,porridge ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/94bec6dc-08c6-4b18-a5dd-c9eced5417e9,porridge 
99,"asperge , steak haché , maïs",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b084bce-29b9-4443-8541-614869ed5d93,asperge 
100,"asperge , steak haché , maïs",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b084bce-29b9-4443-8541-614869ed5d93,steak haché 
101,"asperge , steak haché , maïs",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b084bce-29b9-4443-8541-614869ed5d93,maïs
102,kiwi,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/bc199ae9-704c-4761-af66-2eafdc823377,kiwi
103,bircher muesli,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/c27a45fe-498a-408a-833a-9c26b19d6482,bircher muesli
104,jus de citron ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/f8cf7e83-ab09-4d49-823b-72e247e390f4,jus de citron 
105,"sauce tomate , tortellini , haricots vert ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1d67676b-1abf-4ec5-91ee-87f6655f96f4,sauce tomate 
106,"sauce tomate , tortellini , haricots vert ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1d67676b-1abf-4ec5-91ee-87f6655f96f4,tortellini 
107,"sauce tomate , tortellini , haricots vert ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1d67676b-1abf-4ec5-91ee-87f6655f96f4,haricots vert 
108,"salade , avocat , tomate cerise , maïs en boîte, thon",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/4198fd55-f46c-4b22-a0ab-215e7f648628,salade 
109,"salade , avocat , tomate cerise , maïs en boîte, thon",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/4198fd55-f46c-4b22-a0ab-215e7f648628,avocat 
110,"salade , avocat , tomate cerise , maïs en boîte, thon",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/4198fd55-f46c-4b22-a0ab-215e7f648628,tomate cerise 
111,"salade , avocat , tomate cerise , maïs en boîte, thon",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/4198fd55-f46c-4b22-a0ab-215e7f648628,maïs en boîte
112,"salade , avocat , tomate cerise , maïs en boîte, thon",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/4198fd55-f46c-4b22-a0ab-215e7f648628,thon
113,sauce à salade italienne ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/56829e0c-d2f4-46f2-9357-b6c331e0a734,sauce à salade italienne 
114,fraises ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/fc43899a-21ef-45e8-95b0-d10af04f9539,fraises 
115,yogourt muesli,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/f10babeb-7562-487d-a812-849fb0877d1b,yogourt muesli
116,"semoule , œufs au plat, haricots coco, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b6177d5-0d26-4a44-8697-8f007fe9ff1c,semoule 
117,"semoule , œufs au plat, haricots coco, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b6177d5-0d26-4a44-8697-8f007fe9ff1c,œufs au plat
118,"semoule , œufs au plat, haricots coco, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b6177d5-0d26-4a44-8697-8f007fe9ff1c,haricots coco
119,"semoule , œufs au plat, haricots coco, parmesan râpé",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/5b6177d5-0d26-4a44-8697-8f007fe9ff1c,parmesan râpé
120,"poulet rôti , salade de pomme de terre, salade de carotte , salade de céleri ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,poulet rôti 
121,"poulet rôti , salade de pomme de terre, salade de carotte , salade de céleri ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,salade de pomme de terre
122,"poulet rôti , salade de pomme de terre, salade de carotte , salade de céleri ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,salade de carotte 
123,"poulet rôti , salade de pomme de terre, salade de carotte , salade de céleri ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1a96e805-fc15-4295-90a7-73a41fcb683f,salade de céleri 
124,"fajitas galette , brochette de poulet façon thaï , mélange de légumes ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1ddcaacb-fd1a-4ee3-a08b-a3721350d9a9,fajitas galette 
125,"fajitas galette , brochette de poulet façon thaï , mélange de légumes ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1ddcaacb-fd1a-4ee3-a08b-a3721350d9a9,brochette de poulet façon thaï 
126,"fajitas galette , brochette de poulet façon thaï , mélange de légumes ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1ddcaacb-fd1a-4ee3-a08b-a3721350d9a9,mélange de légumes 
127,blevita ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/9d7b61b8-02b0-4d63-838a-54edfe54552b,blevita 
128,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,haticot coco 
129,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,crevette 
130,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,perle de blé 
131,"haticot coco , crevette , perle de blé , sauce crème 15% au safran ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/1da85bf5-675f-472d-8594-733069301dd5,sauce crème 15% au safran 
132,"frites , poulet au curry ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/8e63ef08-4795-4e32-8b02-a42e3532d29d,frites 
133,"frites , poulet au curry ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/8e63ef08-4795-4e32-8b02-a42e3532d29d,poulet au curry 
134,pomme,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/215ff85d-c1bb-48f2-baa6-e24f49f58253,pomme
135,"œufs au plat, brocoli , semoule ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0,œufs au plat
136,"œufs au plat, brocoli , semoule ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0,brocoli 
137,"œufs au plat, brocoli , semoule ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/a2a7a39e-6053-4f38-806d-2bfed94b37c0,semoule 
138,"nouille de riz , mélange de porc et légumes façon thaï ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/ec6d03db-ac9d-4ca2-92e1-96ab989361cb,nouille de riz 
139,"nouille de riz , mélange de porc et légumes façon thaï ",https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/ec6d03db-ac9d-4ca2-92e1-96ab989361cb,mélange de porc et légumes façon thaï 
140,panna cotta ,https://www.myfoodrepo.org/api/v1/subjects/6fwmw2/dish_media/2f4548d4-2953-4562-bde4-7ad9a868f2f3,panna cotta 
141,pomme,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/5c760dea-6cff-424e-878e-a2e506f5b681,pomme
142,"salade verte , gratin de pâtes ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0e719126-b22f-4bbc-8c2f-83c1cd41a712,salade verte 
143,"salade verte , gratin de pâtes ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/0e719126-b22f-4bbc-8c2f-83c1cd41a712,gratin de pâtes 
144,fraises ,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a854c3d-0ba9-4c3f-b22c-630cbe2d37cd,fraises 
145,œufs en chocolat ,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8b8fc57f-7ffd-471d-aeb3-7b691bcf664d,œufs en chocolat 
146,"omelette au fromage , blé aux légumes",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf,omelette au fromage 
147,"omelette au fromage , blé aux légumes",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/2a7ac58e-ba7a-46e3-90b2-220082e458bf,blé aux légumes
148,touron,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/1e4b35a9-18f6-45db-a2f6-ad08ef45f1e9,touron
149,gratin de pâtes,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/54275d62-01c1-4cd1-b35b-124fc6453495,gratin de pâtes
150,mate,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/b84fb946-f702-4b1b-8501-8935eeda33c9,mate
151,pomme ,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/8159ab4c-f659-474e-9b93-90c7748dcef9,pomme 
152,hydromel ,https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/3ff040c9-0d14-4829-b8df-e567859c234d,hydromel 
153,"tomates cerises , pain tartiné au pesto ",https://www.myfoodrepo.org/api/v1/subjects/8japfq/dish_media/59fa1abc-3369-4e41-bf8c-134cdf293f78,tomates cerises 
